task_id,profile_key,run_timestamp,success,reward,tests_passed,tests_failed,tests_total,tests_passed_ratio,total_input_tokens,total_output_tokens,total_tokens,total_cost_usd,cost_per_success,token_efficiency,total_steps,agent_steps,tool_calls_count,unique_tools,tools_per_step,steps_per_minute,elapsed_sec,tool_distribution,tool_success_rate,tool_error_count,mcp_tools_used,mcp_tool_calls,native_tool_calls,loop_count,backtrack_count,exploration_breadth,files_read,files_edited,grep_before_edit,failure_indicators,codecanvas_evidence_count,codecanvas_claims_count,codecanvas_decisions_count,codecanvas_impact_analyses,codecanvas_blast_radius_edit_rate,codecanvas_anticipated_failure_rate,codecanvas_deliberation_depth,codecanvas_reasoning_density,codecanvas_systematic_progress,codecanvas_informed_editing_score
db-wal-recovery,codegraph,2025-12-22__05-01-52__codegraph,False,0.0,5,2,7,0.7142857142857143,1659757,2422,1662179,0,,0.0,69,66,41,2,0.6212121212121212,13.438765970707385,308.064,"{""TodoWrite"": 6, ""Bash"": 35}",0.975609756097561,1,,0,41,0,0,0,,,False,"{""context_omission"": 0, ""tool_misuse"": 0, ""infinite_loop"": 0, ""budget_exhaustion"": 1, ""premature_stop"": 0}",,,,,,,,,,
db-wal-recovery,text,2025-12-22__05-01-52__text,False,0.0,5,2,7,0.7142857142857143,3628671,1905,3630576,0,,0.0,118,115,64,4,0.5565217391304348,12.917845785005447,548.079,"{""TodoWrite"": 4, ""Bash"": 58, ""Glob"": 1, ""Read"": 1}",0.9375,4,,0,64,0,0,2,"[""/app"", ""/app/main.db""]",,False,"{""context_omission"": 0, ""tool_misuse"": 0, ""infinite_loop"": 0, ""budget_exhaustion"": 1, ""premature_stop"": 0}",,,,,,,,,,
modernize-scientific-stack,codecanvas,2025-12-22__05-13-20__codecanvas,True,1.0,2,0,2,1.0,282588,2007,284595,0,0,3.51376517507335,18,15,10,4,0.6666666666666666,15.769416093565205,68.487,"{""Read"": 3, ""TodoWrite"": 4, ""Write"": 2, ""Bash"": 1}",1.0,0,,0,8,0,0,3,"[""/app/climate_analyzer/config.ini"", ""/app/climate_analyzer/sample_data/climate_data.csv"", ""/app/climate_analyzer/analyze_climate.py""]",,False,"{""context_omission"": 0, ""tool_misuse"": 0, ""infinite_loop"": 0, ""budget_exhaustion"": 0, ""premature_stop"": 0}",,,,,,,,,,
modernize-scientific-stack,codegraph,2025-12-22__05-13-20__codegraph,True,1.0,2,0,2,1.0,261347,1911,263258,0,0,3.7985550296667148,19,16,11,4,0.6875,16.407599309153714,69.48,"{""TodoWrite"": 5, ""Read"": 3, ""Write"": 2, ""Bash"": 1}",1.0,0,,0,9,0,0,3,"[""/app/climate_analyzer/config.ini"", ""/app/climate_analyzer/sample_data/climate_data.csv"", ""/app/climate_analyzer/analyze_climate.py""]",,False,"{""context_omission"": 0, ""tool_misuse"": 0, ""infinite_loop"": 0, ""budget_exhaustion"": 0, ""premature_stop"": 0}",,,,,,,,,,
modernize-scientific-stack,text,2025-12-22__05-13-20__text,True,1.0,2,0,2,1.0,234602,1142,235744,0,0,4.2418895072621146,17,14,7,3,0.5,20.709818890603426,49.252,"{""Read"": 3, ""Write"": 2, ""Bash"": 2}",1.0,0,,0,5,0,0,3,"[""/app/climate_analyzer/config.ini"", ""/app/climate_analyzer/sample_data/climate_data.csv"", ""/app/climate_analyzer/analyze_climate.py""]",,False,"{""context_omission"": 0, ""tool_misuse"": 0, ""infinite_loop"": 0, ""budget_exhaustion"": 0, ""premature_stop"": 0}",,,,,,,,,,
rstan-to-pystan,codecanvas,2025-12-22__05-17-35__codecanvas,True,1.0,6,0,6,1.0,1894432,4572,1899004,0,0,0.5265918344563781,57,54,31,5,0.5740740740740741,3.4477891807972254,991.94,"{""Read"": 4, ""Bash"": 20, ""TodoWrite"": 4, ""Write"": 1, ""Edit"": 2}",0.9032258064516129,3,,0,30,0,1,3,"[""/app/gp_rstan.R"", ""/app/pystan_analysis.py"", ""/app/meta_public.json""]","[""/app/pystan_analysis.py""]",False,"{""context_omission"": 0, ""tool_misuse"": 0, ""infinite_loop"": 0, ""budget_exhaustion"": 0, ""premature_stop"": 0}",,,,,,,,,,
rstan-to-pystan,codegraph,2025-12-22__05-17-35__codegraph,False,0.0,1,5,6,0.16666666666666666,647241,4418,651659,0,,0.0,29,26,19,5,0.7307692307692307,5.1831220863555805,335.705,"{""TodoWrite"": 6, ""Bash"": 6, ""Read"": 5, ""Write"": 1, ""Edit"": 1}",0.8421052631578947,3,,0,18,0,0,6,"[""/app/train_X.csv"", ""/app/gp_rstan.R"", ""/app/test_X.csv"", ""/app/meta_public.json"", ""/app/train_y.csv""]","[""/app/pystan_analysis.py""]",False,"{""context_omission"": 0, ""tool_misuse"": 0, ""infinite_loop"": 0, ""budget_exhaustion"": 1, ""premature_stop"": 0}",,,,,,,,,,
rstan-to-pystan,text,2025-12-22__05-17-35__text,False,0.0,1,5,6,0.16666666666666666,772132,3982,776114,0,,0.0,36,33,23,6,0.696969696969697,1.4536546627992273,1485.91,"{""Read"": 4, ""TodoWrite"": 4, ""Bash"": 10, ""Write"": 1, ""Edit"": 2, ""TaskOutput"": 2}",0.8695652173913043,3,,0,20,2,1,5,"[""/app/train_X.csv"", ""/app/gp_rstan.R"", ""/app/train_y.csv"", ""/app/meta_public.json""]","[""/app/pystan_analysis.py""]",False,"{""context_omission"": 0, ""tool_misuse"": 0, ""infinite_loop"": 0, ""budget_exhaustion"": 1, ""premature_stop"": 0}",,,,,,,,,,
fix-code-vulnerability,codecanvas,2025-12-22__05-53-25__codecanvas,False,0.0,5,1,6,0.8333333333333334,3483766,5140,3488906,0,,0.0,87,84,53,8,0.6309523809523809,14.768624876928126,353.452,"{""Read"": 11, ""Glob"": 2, ""TodoWrite"": 10, ""Grep"": 9, ""mcp__codecanvas__canvas"": 11, ""Write"": 2, ""Edit"": 4, ""Bash"": 4}",0.9433962264150944,3,"[""mcp__codecanvas__canvas""]",11,40,0,3,5,"[""/app/test/test_sendfile.py"", ""/app"", ""/app/bottle.py"", ""/app/test"", ""/app/report.jsonl""]","[""/app/bottle.py""]",True,"{""context_omission"": 0, ""tool_misuse"": 0, ""infinite_loop"": 0, ""budget_exhaustion"": 1, ""premature_stop"": 0}",10,3,6,9,1.0,0.0,5,0.3,0.0,0.7
fix-code-vulnerability,codegraph,2025-12-22__05-53-25__codegraph,False,0.0,5,1,6,0.8333333333333334,3876159,5245,3881404,0,,0.0,90,87,49,6,0.5632183908045977,12.89567636628497,418.745,"{""TodoWrite"": 6, ""Bash"": 14, ""Read"": 15, ""Grep"": 7, ""Write"": 1, ""Edit"": 6}",0.9387755102040817,3,,0,48,0,5,5,"[""/app/test/test_router.py"", ""/app/test/tools.py"", ""/app/test/test_securecookies.py"", ""/app/bottle.py"", ""/app/report.jsonl""]","[""/app/bottle.py""]",True,"{""context_omission"": 0, ""tool_misuse"": 0, ""infinite_loop"": 0, ""budget_exhaustion"": 1, ""premature_stop"": 0}",,,,,,,,,,
fix-code-vulnerability,text,2025-12-22__05-53-25__text,True,1.0,6,0,6,1.0,2486433,2455,2488888,0,0,0.4017858577806635,101,97,67,7,0.6907216494845361,20.133759929830852,300.987,"{""Read"": 28, ""Grep"": 21, ""Bash"": 7, ""TodoWrite"": 5, ""Task"": 1, ""Write"": 1, ""Edit"": 4}",0.8955223880597015,7,,0,66,0,3,3,"[""/app/bottle.py"", ""/app/test/test_environ.py"", ""/app/test""]","[""/app/bottle.py""]",True,"{""context_omission"": 0, ""tool_misuse"": 0, ""infinite_loop"": 0, ""budget_exhaustion"": 0, ""premature_stop"": 0}",,,,,,,,,,
