task_id,profile_key,run_timestamp,success,reward,tests_passed,tests_failed,tests_total,tests_passed_ratio,total_input_tokens,total_output_tokens,total_tokens,total_cost_usd,cost_per_success,token_efficiency,total_steps,agent_steps,tool_calls_count,unique_tools,tools_per_step,steps_per_minute,elapsed_sec,tool_distribution,tool_success_rate,tool_error_count,mcp_tools_used,mcp_tool_calls,native_tool_calls,loop_count,backtrack_count,exploration_breadth,files_read,files_edited,grep_before_edit,failure_indicators,codecanvas_evidence_count,codecanvas_claims_count,codecanvas_decisions_count,codecanvas_impact_analyses,codecanvas_blast_radius_edit_rate,codecanvas_anticipated_failure_rate,codecanvas_deliberation_depth,codecanvas_reasoning_density,codecanvas_systematic_progress,codecanvas_informed_editing_score
db-wal-recovery,codegraph,2025-12-23__03-41-13__codegraph,False,0.0,5,2,7,0.7142857142857143,3697658,2610,3700268,0,,0.0,114,111,58,3,0.5225225225225225,13.627642597141781,501.921,"{""Bash"": 54, ""TodoWrite"": 3, ""Read"": 1}",0.9137931034482758,5,,0,58,0,0,1,"[""/app/main.db""]",,False,"{""context_omission"": 0, ""tool_misuse"": 0, ""infinite_loop"": 0, ""budget_exhaustion"": 1, ""premature_stop"": 0}",,,,,,,,,,
db-wal-recovery,text,2025-12-23__03-41-13__text,False,0.0,5,2,7,0.7142857142857143,2477063,3567,2480630,0,,0.0,97,94,55,3,0.5851063829787234,15.847644773136336,367.247,"{""Bash"": 51, ""TodoWrite"": 2, ""Read"": 2}",0.9636363636363636,2,,0,55,0,0,2,"[""/app/main.db-wal"", ""/app/recovered.json""]",,False,"{""context_omission"": 0, ""tool_misuse"": 0, ""infinite_loop"": 0, ""budget_exhaustion"": 1, ""premature_stop"": 0}",,,,,,,,,,
modernize-scientific-stack,codecanvas,2025-12-23__03-52-00__codecanvas,True,1.0,2,0,2,1.0,593271,2286,595557,0,0,1.6791004051669278,28,25,15,5,0.6,20.645161290322584,81.375,"{""mcp__codecanvas__canvas"": 5, ""Read"": 3, ""TodoWrite"": 4, ""Write"": 2, ""Bash"": 1}",1.0,0,"[""mcp__codecanvas__canvas""]",5,8,0,0,3,"[""/app/climate_analyzer/sample_data/climate_data.csv"", ""/app/climate_analyzer/config.ini"", ""/app/climate_analyzer/analyze_climate.py""]",,False,"{""context_omission"": 0, ""tool_misuse"": 0, ""infinite_loop"": 0, ""budget_exhaustion"": 0, ""premature_stop"": 0}",2,1,2,1,0.0,0.0,2,0.5,0.0,0.19999999999999998
modernize-scientific-stack,codegraph,2025-12-23__03-52-00__codegraph,True,1.0,2,0,2,1.0,364753,1610,366363,0,0,2.729533277104948,22,19,12,6,0.631578947368421,18.76039283125595,70.361,"{""mcp__codegraph__init_repository"": 1, ""Read"": 3, ""mcp__codegraph__get_dependencies"": 1, ""TodoWrite"": 4, ""Write"": 2, ""Bash"": 1}",1.0,0,"[""mcp__codegraph__init_repository"", ""mcp__codegraph__get_dependencies""]",2,8,0,0,3,"[""/app/climate_analyzer/sample_data/climate_data.csv"", ""/app/climate_analyzer/config.ini"", ""/app/climate_analyzer/analyze_climate.py""]",,False,"{""context_omission"": 0, ""tool_misuse"": 0, ""infinite_loop"": 0, ""budget_exhaustion"": 0, ""premature_stop"": 0}",,,,,,,,,,
modernize-scientific-stack,text,2025-12-23__03-52-00__text,True,1.0,2,0,2,1.0,260088,1325,261413,0,0,3.825364461599079,18,15,10,4,0.6666666666666666,17.19170341127967,62.821,"{""Read"": 3, ""TodoWrite"": 4, ""Write"": 2, ""Bash"": 1}",1.0,0,,0,8,0,0,3,"[""/app/climate_analyzer/sample_data/climate_data.csv"", ""/app/climate_analyzer/config.ini"", ""/app/climate_analyzer/analyze_climate.py""]",,False,"{""context_omission"": 0, ""tool_misuse"": 0, ""infinite_loop"": 0, ""budget_exhaustion"": 0, ""premature_stop"": 0}",,,,,,,,,,
rstan-to-pystan,codecanvas,2025-12-23__03-56-06__codecanvas,False,0.0,1,5,6,0.16666666666666666,853648,5228,858876,0,,0.0,39,35,24,5,0.6857142857142857,2.290928315482368,1021.42,"{""Read"": 3, ""Bash"": 15, ""TodoWrite"": 4, ""Write"": 1, ""Edit"": 1}",0.875,3,,0,23,1,0,3,"[""/app/meta_public.json"", ""/app/gp_rstan.R"", ""/app/pystan_analysis.py""]","[""/app/pystan_analysis.py""]",False,"{""context_omission"": 0, ""tool_misuse"": 0, ""infinite_loop"": 0, ""budget_exhaustion"": 1, ""premature_stop"": 0}",,,,,,,,,,
rstan-to-pystan,codegraph,2025-12-23__03-56-06__codegraph,False,0.0,4,2,6,0.6666666666666666,1985950,6395,1992345,0,,0.0,50,47,30,6,0.6382978723404256,1.930424912262188,1554.062,"{""TodoWrite"": 4, ""Read"": 11, ""Bash"": 9, ""Write"": 1, ""Edit"": 3, ""TaskOutput"": 2}",0.9,3,,0,27,2,2,11,"[""/app/train_X.csv"", ""/app/rho_est.csv"", ""/app/meta_public.json"", ""/app/train_y.csv"", ""/app/alpha_est.csv"", ""/tmp/claude/-app/tasks/b161329.output"", ""/app/gp_rstan.R"", ""/app/pystan_analysis.py"", ""/app/sigma_est.csv"", ""/app/test_X.csv"", ""/app/beta_est.csv""]","[""/app/pystan_analysis.py""]",False,"{""context_omission"": 0, ""tool_misuse"": 0, ""infinite_loop"": 0, ""budget_exhaustion"": 1, ""premature_stop"": 0}",,,,,,,,,,
rstan-to-pystan,text,2025-12-23__03-56-06__text,False,0.0,1,5,6,0.16666666666666666,646649,4708,651357,0,,0.0,31,28,21,5,0.75,3.549868979298157,523.963,"{""Read"": 3, ""Bash"": 11, ""TodoWrite"": 4, ""Write"": 1, ""Edit"": 2}",0.8571428571428572,3,,0,20,0,1,3,"[""/app/meta_public.json"", ""/app/gp_rstan.R"", ""/app/pystan_analysis.py""]","[""/app/pystan_analysis.py""]",False,"{""context_omission"": 0, ""tool_misuse"": 0, ""infinite_loop"": 0, ""budget_exhaustion"": 1, ""premature_stop"": 0}",,,,,,,,,,
fix-code-vulnerability,codecanvas,2025-12-23__04-29-57__codecanvas,False,0.0,5,1,6,0.8333333333333334,3094608,3654,3098262,0,,0.0,76,73,45,7,0.6164383561643836,15.506406594303437,294.072,"{""Read"": 8, ""Bash"": 11, ""TodoWrite"": 5, ""Grep"": 5, ""mcp__codecanvas__canvas"": 11, ""Write"": 1, ""Edit"": 4}",0.9333333333333333,3,"[""mcp__codecanvas__canvas""]",11,33,0,3,3,"[""/app/test/test_sendfile.py"", ""/app/bottle.py"", ""/app/report.jsonl""]","[""/app/bottle.py""]",True,"{""context_omission"": 0, ""tool_misuse"": 0, ""infinite_loop"": 0, ""budget_exhaustion"": 1, ""premature_stop"": 0}",10,4,4,9,1.0,0.0,5,0.4,0.0,0.7
fix-code-vulnerability,codegraph,2025-12-23__04-29-57__codegraph,True,1.0,6,0,6,1.0,3275703,5658,3281361,0,0,0.30475159545079006,115,111,75,9,0.6756756756756757,17.043770378421108,404.84,"{""Read"": 30, ""Grep"": 21, ""Bash"": 6, ""mcp__codegraph__init_repository"": 1, ""mcp__codegraph__get_dependencies"": 1, ""TodoWrite"": 8, ""Task"": 1, ""Write"": 1, ""Edit"": 6}",0.88,9,"[""mcp__codegraph__init_repository"", ""mcp__codegraph__get_dependencies""]",2,72,0,5,4,"[""/app/bottle.py"", ""/app/test/test_environ.py"", ""/app/test"", ""/app/report.jsonl""]","[""/app/bottle.py""]",True,"{""context_omission"": 0, ""tool_misuse"": 0, ""infinite_loop"": 0, ""budget_exhaustion"": 0, ""premature_stop"": 0}",,,,,,,,,,
fix-code-vulnerability,text,2025-12-23__04-29-57__text,True,1.0,6,0,6,1.0,3693227,5305,3698532,0,0,0.2703775443878815,93,90,50,6,0.5555555555555556,17.772398636812433,313.97,"{""Bash"": 12, ""TodoWrite"": 6, ""Read"": 17, ""Grep"": 8, ""Write"": 1, ""Edit"": 6}",0.94,3,,0,49,0,4,4,"[""/app/bottle.py"", ""/app/test"", ""/app/test/test_securecookies.py""]","[""/app/bottle.py"", ""/app/report.jsonl""]",True,"{""context_omission"": 0, ""tool_misuse"": 0, ""infinite_loop"": 0, ""budget_exhaustion"": 0, ""premature_stop"": 0}",,,,,,,,,,
